hts_code,hts_8digit,description,product_group,chapter_99_code,rate,effective_date,source_doc
7304.59.80,73045980,"Alloy steel (o/than heat-resist or stainless), seamless, n/cold-drawn/cold-rolled, tubes, pipes and hollow prof., w/circ. cross sect., nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.90.10,73049010,"Iron (o/than cast) or nonalloy steel, seamless, tubes, pipes and hollow profiles, o/than circ. cross sect., w/wall thickness of 4 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7304.90.70,73049070,"Alloy steel (o/than stainless), seamless, tubes, pipes and hollow profiles, o/than circ. cross sect., w/wall thickness less than 4 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.11.10,73051110,"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam o/406.4mm, line pipe, long. submerg. arc weld., used for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.11.50,73051150,"Alloy steel, seamed, circ. w/cross sect. & ext. diam o/406.4mm, line pipe, long. submerg. arc weld., used for oil/gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.12.10,73051210,"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam o/406.4mm, line pipe, long. welded nesoi, used for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.12.50,73051250,"Alloy steel, seamed, w/circ. cross sect. & ext. diam o/406.4mm, line pipe, long. welded nesoi, used for oil/gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.19.10,73051910,"Iron or nonalloy steel, seamed, w/circ. cross sect.& ext. diam o/406.4mm, line pipe, not long. welded, used for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.19.50,73051950,"Alloy steel, seamed, w/circ. cross sect. & ext. diam o/406.4mm, line pipe, not long. welded, used for oil/gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.20.20,73052020,"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, casing pipe, threaded/coupled, of kind for drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.20.40,73052040,"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, casing pipe, n/threaded/coupled, of kind for drill. for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.20.60,73052060,"Alloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, casing pipe, threaded/coupled, of kind for drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.20.80,73052080,"Alloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, casing pipe, n/threaded/coupled, of kind for drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.31.20,73053120,"Steel, long. welded, w/circ. cross sect & ext. diam o/406.4mm, tapered pipes and tubes principally used as pts of illuminating arts",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.31.40,73053140,"Iron or nonalloy steel, long. welded, w/circ. cross sect. & ext. diam. o/406.4mm, tubes and pipes, o/th used in oil/gas drill.etc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.31.60,73053160,"Alloy steel, long. welded, w/circ. cross sect. & ext. diam. o/406.4mm, tubes and pipes, o/than used in oil/gas drill. or pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.39.10,73053910,"Iron or nonalloy steel, weld. o/than long. weld., w/circ. x-sect. & ext. diam. o/406.4mm, tubes and pipes, o/th used in oil/gas drill.etc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.39.50,73053950,"Alloy steel, weld. o/than long. weld., w/circ. x-sect. & ext. diam. o/406.4mm, tubes and pipes, o/than used in oil/gas drill. or pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.90.10,73059010,"Iron or nonalloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, not welded, tubes and pipes, o/th used in oil/gas drill.etc",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7305.90.50,73059050,"Alloy steel, seamed, w/circ. cross sect. & ext. diam. o/406.4mm, not welded, tubes and pipes, o/than used in oil/gas drill. or pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.11.00,73061100,"Welded stainless steel, w/ext. diam 406.4mm or less or o/than circ. x-sect, line pipe of a kind used for oil and gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.19.10,73061910,"Iron or nonalloy steel, seamed, w/ext. diam. 406.4mm or less or o/than circ. x-sect, line pipe of a kind used for oil and gas pipelines",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.19.51,73061951,"Alloy steel, seamed (o/than welded stainless steel), w/ext. diam 406.4mm or less or o/than circ. x-sect, line pipe of a kind used for oil an",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.21.30,73062130,"Welded stainless steel, w/ext. diam 406.4mm or less or o/than circ. x-sect, threaded/coupled, casing of kind used in drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.21.40,73062140,"Welded stainless steel, w/ext. diam 406.4mm or less or o/than circ. x-sect, n/threaded/coupled, casing of kind used in drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.21.80,73062180,"Welded stainless steel, w/ext. diam 406.4mm or less or o/than circ. x-sect, tubing of a kind used for drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.10,73062910,"Iron or nonalloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, threaded/coupled, casing of kind used in drill. oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.20,73062920,"Iron or nonalloy steel, seamed, w/ext. diam 406.4mm or less or o/than circ. x-sect, n/threaded/coupled, casing kind used drill for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.31,73062931,"Alloy steel, seamed (o/than welded stainless steel), w/ext. diam 406.4mm or less or o/than circ. x-sect, threaded/coupled, casing of kind us",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.41,73062941,"Alloy steel, seamed (o/than welded stainless steel), w/ext. diam 406.4mm or less or o/than circ. x-sect, n/threaded/coupled, casing of kind",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.60,73062960,"Iron or nonalloy steel, seamed, w/ext. diam. 406.4mm or less or o/than circ. x-sect, tubing of a kind used for drilling for oil/gas",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.29.81,73062981,"Alloy steel, seamed (o/than welded stainless steel), w/ext. diam 406.4mm or less or o/than circ. x-sect, tubing of a kind used for drilling",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.30.10,73063010,"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. less than 1.65 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.30.30,73063030,"Nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tapered pipes & tubes, w/wall thick. of 1.65 mm+, pts. of illum. arts.",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.30.50,73063050,"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, pipes, tubes & holl. prof., w/wall thick. of 1.65 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.40.10,73064010,"Stainless steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. less than 1.65 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.40.50,73064050,"Stainless steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. of 1.65 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.50.10,73065010,"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow prof., w/wall thick. less th/1.65 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.50.30,73065030,"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tapered pipes & tubes, w/wall thick. of 1.65 mm+, pts. illum",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.50.50,73065050,"Alloy steel (o/stainless), welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow prof., w/wall thick. of 1.65 mm+",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.61.10,73066110,"Iron or nonalloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.61.30,73066130,"Alloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.61.50,73066150,"Iron or nonalloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness less than 4 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.61.70,73066170,"Alloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness less than 4 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.69.10,73066910,"Iron or nonalloy steel, welded, w/other non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.69.30,73066930,"Alloy steel, welded, w/other non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.69.70,73066970,"Alloy steel, welded, w/other non-circ. x-sect, tubes, pipes and hollow profiles, w/wall thickness less than 4 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.90.10,73069010,"Iron or nonalloy steel, seamed o/welded, w/non-circ. x-sect. or circ. x-sect. w/ext. diam. 406.4mm or less, tubes, pipes & hollow profiles",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7306.90.50,73069050,"Alloy steel, seamed o/than welded, w/non-circ. x-sect or circ. x-sect w/ext. diam. 406.4mm or less, tubes, pipes and hollow profiles",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7601.10.30,76011030,"Aluminum (o/than alloy), unwrought, in coils, w/uniform x-section throughout length & w/least cross-sectional dimension n/o 9.5 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7601.10.60,76011060,"Aluminum (o/than alloy), unwrought nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7601.20.30,76012030,"Aluminum alloys, unwrought, in coils, w/uniform x-section throughout length & w/least cross-sectional dimension n/o 9.5 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7601.20.60,76012060,"Aluminum alloys, w/25 or more by weight of silicon, unwrought nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7601.20.90,76012090,"Aluminum alloys nesoi, unwrought nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.10.10,76041010,"Aluminum (o/than alloy), profiles",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.10.30,76041030,"Aluminum (o/than alloy), bar and rods, with a round cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.10.50,76041050,"Aluminum (o/than alloy), bar and rods, other than with a round cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.21.00,76042100,"Aluminum alloy, hollow profiles",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.29.10,76042910,"Aluminum alloy, profiles (o/than hollow profiles)",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.29.30,76042930,"Aluminum alloy, bars and rods, having a round cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7604.29.50,76042950,"Aluminum alloy, bars and rods, other than with a round cross section",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7605.11.00,76051100,"Aluminum (o/than alloy), wire, with a maximum cross-sectional dimension over 7 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7605.19.00,76051900,"Aluminum (o/than alloy), wire, with a maximum cross-sectional dimension of 7 mm or less",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7605.21.00,76052100,"Aluminum alloy, wire, with a maximum cross-sectional dimension over 7 mm",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7605.29.00,76052900,"Aluminum alloy, wire, with a maximum cross-sectional dimension of 7 mm or less",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.11.30,76061130,"Aluminum (o/than alloy), plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), not clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.11.60,76061160,"Aluminum (o/than alloy), plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.12.30,76061230,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), not clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.12.60,76061260,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, rectangular (incl. sq), clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.91.30,76069130,"Aluminum (o/than alloy), plates/sheets/strip, w/thick. o/0.2mm, o/than rectangular (incl. sq), not clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.91.60,76069160,"Aluminum (o/than alloy), plates/sheets/strip, w/thick. o/0.2mm, o/than rectangular (incl. sq), clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.92.30,76069230,"Aluminum alloy, plates/sheets/st rip, w/thick. o/0.2mm, o/than rectangular (incl. sq), not clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7606.92.60,76069260,"Aluminum alloy, plates/sheets/strip, w/thick. o/0.2mm, o/than rectangular (incl. sq), clad",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7607.11.30,76071130,"Aluminum, foil, w/thickness n/o 0.01 mm, rolled but not further worked, not backed",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7607.11.60,76071160,"Aluminum, foil, w/thickness over 0.01 mm but n/o 0.15 mm, rolled but not further worked, not backed",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7607.11.90,76071190,"Aluminum, foil, w/thickness over 0.15 mm but n/o 0.2 mm, rolled but not further worked, not backed",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7607.19.60,76071960,"Aluminum, foil nesoi, w/thickness o/0.15mm but n/o 0.2 mm or 0.15mm or less & not cut to shape, not rolled, not backed, nesoi",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7607.20.10,76072010,"Aluminum, foil, w/thickness n/o 0.2 mm, backed, covered or decorated with a character, design, fancy effect or pattern",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7608.10.00,76081000,"Aluminum (o/than alloy), tubes and pipes",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7608.20.00,76082000,"Aluminum alloy, tubes and pipes",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
7609.00.00,76090000,"Aluminum, fittings for tubes and pipes",Steel and Aluminum Products,9903.91.03,0.2500,2024-09-27,2024-21217
9018.31.00,90183100,"Syringes, with or without their needles; parts and accessories thereof; except enteral syringes provided for in heading 9903.91.10, entered before January 1, 2026 (described in statistical reporting n",Syringes and Needles,9903.91.02,1.0000,2024-09-27,2024-21217
9018.32.00,90183200,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary sciences, and parts and accessories thereof",Syringes and Needles,9903.91.02,1.0000,2024-09-27,2024-21217
3818.00.00,38180000,"Chemical elements doped for use in electronics, wafers",Semiconductors,9903.91.02,0.5000,2025-01-01,USTR-2024-Dec-Wafers
