hts_code,material,article_type,chapter_99_claim,chapter_99_disclaim,duty_rate
8502.31.0000,aluminum,content,9903.85.08,9903.85.09,0.5
8503.00.9546,aluminum,content,9903.85.08,9903.85.09,0.5
8503.00.9570,aluminum,content,9903.85.08,9903.85.09,0.5
8504.31.20,aluminum,content,9903.85.08,9903.85.09,0.5
8504.31.40,aluminum,content,9903.85.08,9903.85.09,0.5
8504.31.60,aluminum,content,9903.85.08,9903.85.09,0.5
8504.33.00,aluminum,content,9903.85.08,9903.85.09,0.5
8504.34.00,aluminum,content,9903.85.08,9903.85.09,0.5
8504.90.20,aluminum,content,9903.85.08,9903.85.09,0.5
8504.90.41,aluminum,content,9903.85.08,9903.85.09,0.5
8504.90.65,aluminum,content,9903.85.08,9903.85.09,0.5
8504.90.75,aluminum,content,9903.85.08,9903.85.09,0.5
8504.90.96,aluminum,content,9903.85.08,9903.85.09,0.5
8544.19.00,aluminum,content,9903.85.08,9903.85.09,0.5
8544.42.90,aluminum,content,9903.85.08,9903.85.09,0.5
8544.49.2000,aluminum,content,9903.85.08,9903.85.09,0.5
8544.49.9000,aluminum,content,9903.85.08,9903.85.09,0.5
8544.60.2000,aluminum,content,9903.85.08,9903.85.09,0.5
8544.60.6000,aluminum,content,9903.85.08,9903.85.09,0.5
8716.39.0040,aluminum,content,9903.85.08,9903.85.09,0.5
9401.79.00,aluminum,content,9903.85.08,9903.85.09,0.5
