hts_code,hts_digits,hts_8digit,hts_10digit,list_name,chapter_99_code,rate,effective_start,status,source_pdf
5407.92.05,54079205,54079205,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.92.10,54079210,54079210,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.92.20,54079220,54079220,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.93.05,54079305,54079305,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.93.10,54079310,54079310,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.93.15,54079315,54079315,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.93.20,54079320,54079320,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.94.05,54079405,54079405,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.94.10,54079410,54079410,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5407.94.20,54079420,54079420,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.10.00,54081000,54081000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.21.00,54082100,54082100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.22.10,54082210,54082210,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.22.90,54082290,54082290,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.23.11,54082311,54082311,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.23.19,54082319,54082319,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.23.21,54082321,54082321,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.23.29,54082329,54082329,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.24.10,54082410,54082410,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.24.90,54082490,54082490,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.31.05,54083105,54083105,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.31.10,54083110,54083110,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.31.20,54083120,54083120,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.32.05,54083205,54083205,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.32.10,54083210,54083210,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.32.30,54083230,54083230,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.32.90,54083290,54083290,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.33.05,54083305,54083305,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.33.10,54083310,54083310,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.33.15,54083315,54083315,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.33.30,54083330,54083330,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.33.90,54083390,54083390,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.34.05,54083405,54083405,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.34.10,54083410,54083410,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.34.30,54083430,54083430,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5408.34.90,54083490,54083490,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5501.10.00,55011000,55011000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5501.20.00,55012000,55012000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5501.30.00,55013000,55013000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5501.40.00,55014000,55014000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5501.90.01,55019001,55019001,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5502.10.00,55021000,55021000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5502.90.00,55029000,55029000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.11.00,55031100,55031100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.19.10,55031910,55031910,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.19.90,55031990,55031990,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.20.00,55032000,55032000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.30.00,55033000,55033000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.40.00,55034000,55034000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.90.10,55039010,55039010,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5503.90.90,55039090,55039090,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5504.90.00,55049000,55049000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5505.10.00,55051000,55051000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5505.20.00,55052000,55052000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5506.10.00,55061000,55061000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5506.20.00,55062000,55062000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5506.30.00,55063000,55063000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5506.40.00,55064000,55064000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5506.90.01,55069001,55069001,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5507.00.00,55070000,55070000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5508.10.00,55081000,55081000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5508.20.00,55082000,55082000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.11.00,55091100,55091100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.12.00,55091200,55091200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.21.00,55092100,55092100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.22.00,55092200,55092200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.31.00,55093100,55093100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.32.00,55093200,55093200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.41.00,55094100,55094100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.42.00,55094200,55094200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.51.30,55095130,55095130,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.51.60,55095160,55095160,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.52.00,55095200,55095200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.53.00,55095300,55095300,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.59.00,55095900,55095900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.61.00,55096100,55096100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.62.00,55096200,55096200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.69.20,55096920,55096920,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.69.40,55096940,55096940,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.69.60,55096960,55096960,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.91.00,55099100,55099100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.92.00,55099200,55099200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.99.20,55099920,55099920,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.99.40,55099940,55099940,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5509.99.60,55099960,55099960,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.11.00,55101100,55101100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.12.00,55101200,55101200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.20.00,55102000,55102000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.30.00,55103000,55103000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.90.20,55109020,55109020,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.90.40,55109040,55109040,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5510.90.60,55109060,55109060,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5511.10.00,55111000,55111000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5511.20.00,55112000,55112000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5511.30.00,55113000,55113000,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.11.00,55121100,55121100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.19.00,55121900,55121900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.21.00,55122100,55122100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.29.00,55122900,55122900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.91.00,55129100,55129100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5512.99.00,55129900,55129900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.11.00,55131100,55131100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.12.00,55131200,55131200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.13.00,55131300,55131300,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.19.00,55131900,55131900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.23.01,55132301,55132301,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.29.00,55132900,55132900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.31.00,55133100,55133100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.39.01,55133901,55133901,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.41.00,55134100,55134100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.49.10,55134910,55134910,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.49.20,55134920,55134920,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5513.49.90,55134990,55134990,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.11.00,55141100,55141100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.12.00,55141200,55141200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.19.10,55141910,55141910,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.19.90,55141990,55141990,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.21.00,55142100,55142100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.22.00,55142200,55142200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.23.00,55142300,55142300,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.29.00,55142900,55142900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.30.31,55143031,55143031,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.30.32,55143032,55143032,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.30.33,55143033,55143033,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.30.39,55143039,55143039,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.41.00,55144100,55144100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.42.00,55144200,55144200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.43.00,55144300,55144300,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5514.49.00,55144900,55144900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.11.00,55151100,55151100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.12.00,55151200,55151200,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.13.05,55151305,55151305,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.13.10,55151310,55151310,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.19.00,55151900,55151900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.21.00,55152100,55152100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.22.05,55152205,55152205,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.22.10,55152210,55152210,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.29.00,55152900,55152900,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.91.00,55159100,55159100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.99.05,55159905,55159905,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.99.10,55159910,55159910,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5515.99.90,55159990,55159990,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
5516.11.00,55161100,55161100,,list_3,9903.88.03,0.25,2019-05-10,active,FR-2018-09-21_2018-20610_List3_initial.pdf + FR-2018-09-28_2018-21303_List3_conforming_amendment.pdf
